label,workload,listeners_requested,sessions_live,clients,tps
master,notify_uninterested,0,1,8,24963.705698
master,notify_uninterested,50,51,8,19465.589984
master,notify_uninterested,200,201,8,11820.281611
master,notify_uninterested,500,501,8,9313.276028
master,notify_interested,0,1,8,33955.603557
master,notify_interested,50,51,8,35988.892674
master,notify_interested,200,201,8,34268.001568
master,notify_interested,500,501,8,28880.879102
